Id,Id2,Geography,pop2010,pop2000,pop1990,Change0010,Change9000,PercentChange0010,PercentChange9000,Perc18342010,Perc18342000,RentalV2000,HomeownershipV2000,RentalV2010,HomeownershipV2010
310M100US28140,28140,"Kansas City, MO-KS Metro Area",2035334,1836038,1636528,199296,199510,10.8546773,12.19105325,22.32984857,23.0066589,8.8,2.1,14,2.7
310M100US29820,29820,"Las Vegas-Paradise, NV Metro Area",1951269,1375765,741459,575504,634306,41.8315628,85.54835803,24.27369061,25.42396412,10.7,2.4,13.8,5.1
310M100US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1836911,1735819,1534274,101092,201545,5.823879103,13.13618037,23.93567244,26.93425985,3,0.5,8.2,0.9
310M100US18140,18140,"Columbus, OH Metro Area",1836536,1612694,1405168,223842,207526,13.88000451,14.76876786,25.0562472,26.50205185,10.5,1.3,8,4.2
310M100US16740,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",1758038,1330448,1024643,427590,305805,32.13879836,29.84502895,23.40341904,26.09000878,8.8,1.8,11.2,3.1
310M100US26900,26900,"Indianapolis-Carmel, IN Metro Area",1756241,1525104,1294217,231137,230887,15.15549104,17.83989856,23.05924984,24.1356655,12.3,1,14.1,3
310M100US12420,12420,"Austin-Round Rock-San Marcos, TX Metro Area",1716289,1249763,846227,466526,403536,37.32915761,47.68649547,28.58090916,31.66360342,4.6,0,11.8,1.9
310M100US47260,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1671683,1576370,1449389,95313,126981,6.046359674,8.76100205,25.96180017,25.8145613,6.8,2.6,8.8,2.8
310M100US39300,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",1600852,1582997,1509789,17855,73208,1.127923805,4.848889481,22.72689793,23.19726443,4.8,1,7.5,1.3
310M100US34980,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1589934,1311789,1048216,278145,263573,21.20348623,25.14491288,24.58536015,25.81291656,3.5,1.4,8.2,2.4
310M100US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1555908,1500741,1432149,55167,68592,3.675984064,4.789445791,23.1158269,22.93566978,5.9,1.2,7.6,1.2
310M100US27260,27260,"Jacksonville, FL Metro Area",1345596,1122750,925213,222846,197537,19.84822979,21.35043498,23.05023202,23.44912046,9.9,0.5,13.9,4.6
310M100US32820,32820,"Memphis, TN-MS-AR Metro Area",1316100,1205204,1067263,110896,137941,9.201429799,12.92474301,23.38006231,24.3689865,7.1,2.7,18.5,3.4
310M100US31140,31140,"Louisville/Jefferson County, KY-IN Metro Area",1283566,1161975,1055973,121591,106002,10.46416661,10.03832484,21.99263614,22.76486155,7.2,1.5,9.6,1.9
310M100US40060,40060,"Richmond, VA Metro Area",1258251,1096957,949244,161294,147713,14.70376688,15.56112022,22.9327058,23.06498796,6.1,1.4,13.5,3.1
310M100US36420,36420,"Oklahoma City, OK Metro Area",1252987,1095421,971042,157566,124379,14.38405873,12.80881774,25.49779048,25.29319778,16,1.6,9.6,2.7
310M100US25540,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1212381,1148618,1123678,63763,24940,5.551279886,2.219497045,21.37026232,21.45195357,10.9,0.8,11.6,1.7
310M100US35380,35380,"New Orleans-Metairie-Kenner, LA Metro Area",1167764,1316510,1264391,-148746,52119,-11.29850894,4.122063507,24.10880966,23.55508124,15.5,3.4,15.2,2.6
310M100US15380,15380,"Buffalo-Niagara Falls, NY Metro Area",1135509,1170111,1189288,-34602,-19177,-2.957155347,-1.612477381,21.92866811,21.07817122,17.5,1.6,11.1,1.7
310M100US39580,39580,"Raleigh-Cary, NC Metro Area",1130490,797071,541100,333419,255971,41.83052702,47.30567363,23.90627073,27.88195782,13.8,2.7,11.4,5
310M100US13820,13820,"Birmingham-Hoover, AL Metro Area",1128047,1052238,956844,75809,95394,7.204548781,9.969650225,22.8162479,23.41447467,23.3,2.5,8.8,2.3
310M100US41620,41620,"Salt Lake City, UT Metro Area",1124197,968858,768075,155339,200783,16.0332061,26.14106695,27.28925624,28.70761247,6.5,1.6,6,2.2
310M100US40380,40380,"Rochester, NY Metro Area",1054323,1037831,1002410,16492,35421,1.589083386,3.533584062,22.45668547,22.32454032,11.6,1.1,6.3,1.1
310M100US46060,46060,"Tucson, AZ Metro Area",980263,843746,666880,136517,176866,16.1798693,26.52141315,23.8674723,24.37261925,9.1,1.6,11.1,3.2
310M100US26180,26180,"Honolulu, HI Metro Area",953207,876156,836231,77051,39925,8.794210163,4.774398462,24.41431924,25.02590863,4.9,0.7,7.2,1
310M100US46140,46140,"Tulsa, OK Metro Area",937478,859532,761019,77946,98513,9.068423282,12.94488048,22.56212946,22.92817487,10.8,2.1,15.9,1.4
310M100US23420,23420,"Fresno, CA Metro Area",930450,799407,667490,131043,131917,16.39252596,19.76314252,25.92799183,25.06745625,8.7,1.1,10.1,1.6
310M100US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",916829,882567,827645,34262,54922,3.882084873,6.635936905,19.43263138,20.32899485,,,8.7,1.3
310M100US10740,10740,"Albuquerque, NM Metro Area",887077,729649,599416,157428,130233,21.5758536,21.72664727,23.59468231,23.68371642,,,,
310M100US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",870716,825875,809443,44841,16432,5.429514152,2.03003794,22.9252707,22.69047979,9.3,1.4,8,1
310M100US36540,36540,"Omaha-Council Bluffs, NE-IA Metro Area",865350,767041,685797,98309,81244,12.81665517,11.84665433,24.2185243,24.18254044,7.6,1.8,10.1,3.3
310M100US35300,35300,"New Haven-Milford, CT Metro Area",862477,824008,804219,38469,19789,4.668522636,2.460648157,22.44500433,22.3081572,,,11.1,2.6
310M100US19380,19380,"Dayton, OH Metro Area",841502,848153,843835,-6651,4318,-0.784174553,0.511711413,22.23856865,23.08156665,8.2,1.6,18.6,3.7
310M100US12540,12540,"Bakersfield-Delano, CA Metro Area",839631,661645,543477,177986,118168,26.90052823,21.74296244,25.70760251,24.30563217,,,6.3,1.8
310M100US37100,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",823318,753197,669016,70121,84181,9.309782169,12.58280818,22.6924469,22.79430215,,,6.4,1.1
310M100US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",821173,740395,686688,80778,53707,10.9101223,7.821164779,20.12377416,20.58576841,,,,
310M100US12940,12940,"Baton Rouge, LA Metro Area",802484,705973,623853,96511,82120,13.67063613,13.16335739,26.2941068,26.51404515,,,,
310M100US21340,21340,"El Paso, TX Metro Area",800647,679622,591610,121025,88012,17.8076931,14.87669242,24.49793729,25.05024852,,,,
310M100US49340,49340,"Worcester, MA Metro Area",798552,750963,709705,47589,41258,6.337063211,5.813401343,21.18835092,22.06433606,,,,
310M100US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",774769,569463,383545,205306,185918,36.0525618,48.47358198,24.69510267,26.19204408,,,,
310M100US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",774160,740482,645914,33678,94568,4.548118658,14.64095839,23.48648858,24.60478445,6.9,1.2,6.9,3.6
310M100US17900,17900,"Columbia, SC Metro Area",767598,647158,548335,120440,98823,18.61060205,18.02237683,25.69782621,25.65957618,,,,
310M100US24660,24660,"Greensboro-High Point, NC Metro Area",723801,643430,540030,80371,103400,12.49102466,19.14708442,22.89869729,25.01779525,8.9,2,12.8,4.1
310M100US10420,10420,"Akron, OH Metro Area",703200,694960,657575,8240,37385,1.185679751,5.685283048,22.29991468,22.76821688,,,,
310M100US35840,35840,"North Port-Bradenton-Sarasota, FL Metro Area",702281,589959,489483,112322,100476,19.03895016,20.52696416,15.51928644,15.5578608,,,,
310M100US30780,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",699757,610518,535034,89239,75484,14.61693185,14.10826228,24.2851447,24.61581804,,,,
310M100US28940,28940,"Knoxville, TN Metro Area",698030,616079,534917,81951,81162,13.30202782,15.1728212,22.74114293,24.04529289,,,,
310M100US44140,44140,"Springfield, MA Metro Area",692942,680014,672970,12928,7044,1.90113733,1.046703419,24.03173714,23.66230695,,,,
310M100US44700,44700,"Stockton, CA Metro Area",685306,563598,480628,121708,82970,21.59482468,17.26283113,23.65760697,23.40693189,,,,
310M100US39100,39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",670301,621517,567109,48784,54408,7.849181921,9.593922861,21.19062928,21.6565275,,,9.5,2
310M100US16700,16700,"Charleston-North Charleston-Summerville, SC Metro Area",664607,549033,506875,115574,42158,21.05046509,8.317237978,26.1622282,25.89443622,,,,
310M100US45060,45060,"Syracuse, NY Metro Area",662577,650154,659864,12423,-9710,1.910778062,-1.471515343,23.16410017,22.58372632,,,,
310M100US45780,45780,"Toledo, OH Metro Area",651429,659188,654157,-7759,5031,-1.177054194,0.769081428,23.60855903,24.08948585,,,,
310M100US17820,17820,"Colorado Springs, CO Metro Area",645613,537484,409482,108129,128002,20.11762211,31.2594937,24.58237365,25.05990876,,,,
310M100US24860,24860,"Greenville-Mauldin-Easley, SC Metro Area",636986,559940,472153,77046,87787,13.75968854,18.59291374,23.91669519,25.58720577,7.6,1.3,,
310M100US48620,48620,"Wichita, KS Metro Area",623061,571166,511111,51895,60055,9.085799925,11.74989386,23.01219303,22.8816141,,,,
310M100US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",618754,440888,335113,177866,105775,40.34267206,31.56397991,18.31971995,16.70446916,,,,
310M100US14260,14260,"Boise City-Nampa, ID Metro Area",616561,464840,319596,151721,145244,32.63940281,45.44612573,23.23257553,25.33796575,,,,
310M100US29460,29460,"Lakeland-Winter Haven, FL Metro Area",602095,483924,405382,118171,78542,24.41933031,19.37481191,20.64375223,20.51272514,,,,
310M100US19780,19780,"Des Moines-West Des Moines, IA Metro Area",569633,481394,416346,88239,65048,18.32989194,15.62354388,23.76495042,24.20761372,,,,
310M100US31540,31540,"Madison, WI Metro Area",568593,501774,432323,66819,69451,13.31655287,16.0646091,27.5567937,28.70933926,,,,
310M100US49660,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",565773,602964,613622,-37191,-10658,-6.168029932,-1.736899916,18.99542749,19.94961557,,,,
310M100US42540,42540,"Scranton--Wilkes-Barre, PA Metro Area",563631,560625,575264,3006,-14639,0.536187291,-2.544744674,20.63566411,20.42595318,3,2.2,,
310M100US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",556877,499684,435763,57193,63921,11.44583377,14.66875343,23.25289067,23.47983926,,,,
310M100US25420,25420,"Harrisburg-Carlisle, PA Metro Area",549475,509074,474242,40401,34832,7.936174309,7.344773344,21.75585786,21.94415743,,,,
310M100US36260,36260,"Ogden-Clearfield, UT Metro Area",547184,442656,351799,104528,90857,23.61382202,25.82639519,25.52121407,26.20296573,,,,
310M100US37340,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",543376,476230,398978,67146,77252,14.09948974,19.36247111,17.95736286,17.40167566,,,,
310M100US27140,27140,"Jackson, MS Metro Area",539057,497197,446941,41860,50256,8.419198024,11.24443719,24.04977581,25.09528416,,,,
310M100US16860,16860,"Chattanooga, TN-GA Metro Area",528143,476531,433210,51612,43321,10.83077491,10,22.05330753,22.9124653,,,,
310M100US39340,39340,"Provo-Orem, UT Metro Area",526810,376774,269407,150036,107367,39.82121909,39.85308474,32.61156774,35.9318849,,,,
310M100US29540,29540,"Lancaster, PA Metro Area",519445,470658,422822,48787,47836,10.36570078,11.31350781,21.48985937,21.73255315,,,,
310M100US33700,33700,"Modesto, CA Metro Area",514453,446997,370522,67456,76475,15.09092902,20.63980007,24.10910229,23.4422155,,,,
310M100US38860,38860,"Portland-South Portland-Biddeford, ME Metro Area",514098,487568,441257,26530,46311,5.441292292,10.49524427,19.76685379,20.91441604,6.4,3.1,4.2,3.2
310M100US20500,20500,"Durham-Chapel Hill, NC Metro Area",504357,426493,344625,77864,81868,18.25680609,23.75567646,27.87906185,30.9092998,,,,
310M100US19660,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",494593,443343,370712,51250,72631,11.55989832,19.59229806,19.31709507,19.0624415,,,,
310M100US42220,42220,"Santa Rosa-Petaluma, CA Metro Area",483878,458614,388222,25264,70392,5.508772083,18.13189361,22.19113082,21.56366792,,,,
310M100US49180,49180,"Winston-Salem, NC Metro Area",477717,421961,361448,55756,60513,13.21354343,16.74182732,21.31031552,23.59957437,,,,
310M100US30460,30460,"Lexington-Fayette, KY Metro Area",472099,408326,348428,63773,59898,15.61815804,17.1909261,27.16231129,28.99986775,,,,
310M100US44060,44060,"Spokane, WA Metro Area",471221,417939,361364,53282,56575,12.74875042,15.65595909,24.6298446,23.63694223,,,,
310M100US29620,29620,"Lansing-East Lansing, MI Metro Area",464036,447728,432674,16308,15054,3.642390023,3.479293879,28.58355817,28.32545653,,,,
310M100US22220,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",463204,347045,239464,116159,107581,33.47087553,44.92575084,26.16859958,26.32396375,,,,
310M100US37860,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",448991,412153,344406,36838,67747,8.937942948,19.67067937,24.06796573,24.21576453,,,,
310M100US47300,47300,"Visalia-Porterville, CA Metro Area",442179,368021,311921,74158,56100,20.15048054,17.98532321,24.69248879,24.20975977,,,,
310M100US44180,44180,"Springfield, MO Metro Area",436712,368374,298818,68338,69556,18.55125497,23.27704489,25.14906849,25.78086401,,,,
310M100US49620,49620,"York-Hanover, PA Metro Area",434972,381751,339574,53221,42177,13.94128634,12.42056223,19.85874953,20.64146525,,,,
310M100US18580,18580,"Corpus Christi, TX Metro Area",428185,403280,367786,24905,35494,6.175609998,9.6507208,22.91462802,23.26472922,,,,
310M100US22420,22420,"Flint, MI Metro Area",425790,436141,430459,-10351,5682,-2.373315052,1.31998634,20.73909674,22.52001073,,,,
310M100US39900,39900,"Reno-Sparks, NV Metro Area",425417,342885,257193,82532,85692,24.06987766,33.31816962,23.9085415,24.13170597,,,,
310M100US11700,11700,"Asheville, NC Metro Area",424858,369171,308001,55687,61170,15.08433761,19.86032513,19.82215234,20.77032053,,,,
310M100US38940,38940,"Port St. Lucie, FL Metro Area",424107,319426,251071,104681,68355,32.77159655,27.22536653,17.2932774,16.01622911,,,,
310M100US42060,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",423895,399347,369608,24548,29739,6.147035035,8.046092076,28.53513252,27.2271984,,,,
310M100US26620,26620,"Huntsville, AL Metro Area",417593,342376,293047,75217,49329,21.96912167,16.83313598,23.04205291,23.2726593,,,,
310M100US23060,23060,"Fort Wayne, IN Metro Area",416257,390156,354435,26101,35721,6.689888147,10.07829362,22.07386302,23.06308246,,,,
310M100US41500,41500,"Salinas, CA Metro Area",415057,401762,355660,13295,46102,3.309173093,12.9623798,26.10002963,26.81786729,,,,
310M100US46700,46700,"Vallejo-Fairfield, CA Metro Area",413344,394542,340421,18802,54121,4.765525597,15.8982554,23.07085624,23.35847641,,,,
310M100US33660,33660,"Mobile, AL Metro Area",412992,399843,378643,13149,21200,3.288540752,5.598941483,22.98059042,23.32140365,,,,
310M100US39740,39740,"Reading, PA Metro Area",411442,373638,336523,37804,37115,10.11781457,11.02896384,21.20274547,21.54250906,,,,
310M100US15180,15180,"Brownsville-Harlingen, TX Metro Area",406220,335227,260120,70993,75107,21.17759011,28.87398124,22.60499237,24.34947066,,,,
310M100US28660,28660,"Killeen-Temple-Fort Hood, TX Metro Area",405300,330714,268822,74586,61892,22.55302164,23.02341326,29.27584505,31.54115036,,,,
310M100US15940,15940,"Canton-Massillon, OH Metro Area",404422,406934,394106,-2512,12828,-0.61729912,3.254961863,19.5736137,20.37750593,,,,
310M100US31700,31700,"Manchester-Nashua, NH Metro Area",400721,380841,336073,19880,44768,5.220026205,13.3209154,20.84792162,21.98529045,,,,
310M100US43340,43340,"Shreveport-Bossier City, LA Metro Area",398604,375965,359687,22639,16278,6.021571157,4.525601426,23.82866203,23.00799277,,,,
310M100US41420,41420,"Salem, OR Metro Area",390738,347214,278024,43524,69190,12.53520883,24.88634075,23.41082772,24.11481104,,,,
310M100US13140,13140,"Beaumont-Port Arthur, TX Metro Area",388745,385090,361226,3655,23864,0.949128775,6.606390459,23.30833837,22.69703186,,,,
310M100US11260,11260,"Anchorage, AK Metro Area",380821,319605,266021,61216,53584,19.15364278,20.14277068,25.54349681,23.88323086,,,,
310M100US19340,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",379690,376019,368151,3671,7868,0.976280454,2.137166543,21.27893808,21.91644571,,,,
310M100US37900,37900,"Peoria, IL Metro Area",379186,366899,358552,12287,8347,3.348878029,2.327974743,21.68460861,21.93709986,,,,
310M100US33860,33860,"Montgomery, AL Metro Area",374536,346528,305175,28008,41353,8.082463755,13.55058573,24.03961168,24.95209622,,,,
310M100US45220,45220,"Tallahassee, FL Metro Area",367413,320304,259096,47109,61208,14.70759029,23.62367617,32.98957849,32.58217194,,,,
310M100US45940,45940,"Trenton-Ewing, NJ Metro Area",366513,350761,325824,15752,24937,4.490807131,7.653518464,23.70638968,24.28833308,,,,
310M100US22180,22180,"Fayetteville, NC Metro Area",366383,336609,297422,29774,39187,8.845277458,13.17555527,28.26714122,30.8039892,,,,
310M100US25860,25860,"Hickory-Lenoir-Morganton, NC Metro Area",365497,341851,292409,23646,49442,6.917048656,16.90850829,19.36732723,23.24082714,,,,
310M100US48900,48900,"Wilmington, NC Metro Area",362315,274532,200124,87783,74408,31.97550741,37.18094781,22.88837062,23.8740839,,,,
310M100US21780,21780,"Evansville, IN-KY Metro Area",358676,342815,324858,15861,17957,4.626693698,5.527645925,22.05026263,22.28082202,,,,
310M100US21660,21660,"Eugene-Springfield, OR Metro Area",351715,322959,282912,28756,40047,8.903916596,14.15528504,25.66680409,24.9849052,,,,
310M100US40420,40420,"Rockford, IL Metro Area",349431,320204,283719,29227,36485,9.127618643,12.8595547,20.58575227,22.01440332,,,,
310M100US42340,42340,"Savannah, GA Metro Area",347611,293000,258060,54611,34940,18.63856655,13.53948694,26.70945396,24.95733788,,,,
310M100US11460,11460,"Ann Arbor, MI Metro Area",344791,322895,282937,21896,39958,6.781151768,14.12257852,31.21978242,33.69888044,,,,
310M100US36100,36100,"Ocala, FL Metro Area",331298,258916,194833,72382,64083,27.95578489,32.89124532,16.76798532,16.57950841,,,,
310M100US28020,28020,"Kalamazoo-Portage, MI Metro Area",326589,314866,293471,11723,21395,3.723171127,7.290328516,26.09549005,26.55859953,,,,
310M100US34940,34940,"Naples-Marco Island, FL Metro Area",321520,251377,152099,70143,99278,27.90350748,65.27196103,16.98059219,17.89065825,,,,
310M100US43780,43780,"South Bend-Mishawaka, IN-MI Metro Area",319224,316663,296529,2561,20134,0.808746207,6.789892388,22.83224319,24.06343652,,,,
310M100US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",309544,298484,211365,11060,18649,3.705391244,8.823125872,18.25847052,20.88085123,,,,
310M100US40220,40220,"Roanoke, VA Metro Area",308707,288309,268398,20398,19911,7.075047952,7.418460644,19.5823224,20.48219098,,,,
310M100US24580,24580,"Green Bay, WI Metro Area",306241,282599,243698,23642,38901,8.365917785,15.96279001,22.30465548,23.93745201,,,,
310M100US16620,16620,"Charleston, WV Metro Area",304284,309635,307689,-5351,1946,-1.728163806,0.632456799,19.58729345,21.23629435,,,,
310M100US30700,30700,"Lincoln, NE Metro Area",302157,266787,229091,35370,37696,13.25776743,16.45459665,29.70773472,30.26871624,,,,
310M100US22660,22660,"Fort Collins-Loveland, CO Metro Area",299630,251494,186136,48136,65358,19.14001924,35.11303563,28.00954511,28.56728192,,,,
310M100US46540,46540,"Utica-Rome, NY Metro Area",299397,299896,316633,-499,-16737,-0.166391016,-5.285930399,20.95077773,20.811548,,,,
310M100US22900,22900,"Fort Smith, AR-OK Metro Area",298592,273170,234078,25422,39092,9.306292785,16.7004161,21.20117083,22.17776476,,,,
310M100US17980,17980,"Columbus, GA-AL Metro Area",294865,281768,266450,13097,15318,4.648150251,5.748920998,25.32989673,26.36814684,,,,
310M100US14500,14500,"Boulder, CO Metro Area",294567,269814,208949,24753,60865,9.174097712,29.12911763,27.56894017,30.0825754,,,,
310M100US26580,26580,"Huntington-Ashland, WV-KY-OH Metro Area",287702,288649,288189,-947,460,-0.328080125,0.159617473,21.53026395,23.16411974,,,,
310M100US31180,31180,"Lubbock, TX Metro Area",284890,249700,229940,35190,19760,14.09291149,8.593546142,31.19905929,29.82899479,,,,
310M100US43900,43900,"Spartanburg, SC Metro Area",284307,253791,226800,30516,26991,12.02406705,11.90079365,21.69732015,23.55520881,,,,
310M100US21500,21500,"Erie, PA Metro Area",280566,280843,275572,-277,5271,-0.09863162,1.912748755,23.30574624,23.29593403,,,,
310M100US20260,20260,"Duluth, MN-WI Metro Area",279771,275486,269230,4285,6256,1.555432944,2.323663782,23.35195571,21.82869547,,,,
310M100US12100,12100,"Atlantic City-Hammonton, NJ Metro Area",274549,252552,224327,21997,28225,8.709889449,12.58207884,20.66370666,21.37896354,,,,
310M100US35980,35980,"Norwich-New London, CT Metro Area",274055,259088,254957,14967,4131,5.776801704,1.620273223,21.70184817,22.13958192,,,,
310M100US17300,17300,"Clarksville, TN-KY Metro Area",273949,232000,189279,41949,42721,18.08146552,22.57038552,28.53487328,30.09008621,,,,
310M100US29180,29180,"Lafayette, LA Metro Area",273738,239086,208740,34652,30346,14.49352952,14.5377024,26.71240383,25.61463239,,,,
310M100US42020,42020,"San Luis Obispo-Paso Robles, CA Metro Area",269637,246681,217162,22956,29519,9.305945736,13.59307798,26.57387525,25.03151844,,,,
310M100US34820,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",269291,196629,144053,72662,52576,36.95385726,36.49767794,22.24842271,23.58705989,,,,
310M100US25180,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",269140,222771,192774,46369,29997,20.81464823,15.56070839,20.74385078,22.35030592,,,,
310M100US23540,23540,"Gainesville, FL Metro Area",264275,232392,191263,31883,41129,13.7194912,21.50389777,37.10793681,36.85066612,,,,
310M100US26100,26100,"Holland-Grand Haven, MI Metro Area",263801,238314,187768,25487,50546,10.6947137,26.91938989,24.49232565,25.23855082,,,,
310M100US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",262382,255602,229734,6780,25868,2.652561404,11.25997893,26.68590071,26.2615316,,,,
